0,44.66
0.01,83.719
0.02,82.399
0.03,80.595
0.04,79.789
0.05,79.09
0.06,78.391
0.07,77.693
0.08,76.915
0.09,75.811
0.1,74.671
0.11,73.532
0.12,72.393
0.13,71.883
0.13995,71.998
0.14923,72.106
0.15795,72.207
0.16621,72.331
0.17861,71.35
0.1972,69.136
0.22508,69.101
0.2669,69.31
0.3169,69.485
0.3669,69.344
0.4169,69.149
0.4669,68.129
0.5169,67.912
0.5669,67.488
0.6169,66.537
0.6669,66.121
0.7169,66.132
0.7669,66.144
0.8169,66.156
0.8669,65.188
0.9169,64.677
0.9669,65.076
1.0169,66.213
1.0669,64.379
1.1169,64.515
1.1669,63.096
1.2169,62.415
1.2669,61.921
1.3169,61.019
1.3669,59.402
1.4169,57.999
1.4669,57.508
1.5169,54.914
1.5669,51.649
1.6169,46.773
1.6669,41.705
1.7169,36.007
1.7669,29.979
1.8169,24.64
1.8669,20.462
1.9169,16.398
1.9669,13.527
2.0169,11.017
2.0669,8.5123
2.1169,6.6681
2.1669,5.2804
2.2169,3.8998
2.2669,2.8041
2.3169,1.8574
2.3669,0.91069
2.4169,0.10102
2.4669,0
2.5169,0
2.5669,0
2.6169,0
2.6669,0
2.7169,0
2.7669,0
2.8169,0
2.8669,0
2.9169,0
2.9669,0
3.0169,0
3.0669,0
3.1169,0
3.1669,0
3.2169,0
3.2669,0
3.3169,0
3.3669,0
3.4169,0
3.4669,0
3.5169,0
3.5669,0
3.6169,0
3.6669,0
3.7169,0
3.7669,0
3.8169,0
3.8669,0
3.9169,0
3.9669,0
4.0169,0
4.0669,0
4.1169,0
4.1669,0
4.2169,0
4.2669,0
4.3169,0
4.3669,0
4.4169,0
4.4669,0
4.5169,0
4.5669,0
4.6169,0
4.6669,0
4.7169,0
4.7669,0
4.8169,0
4.8669,0
4.9169,0
4.9669,0
5.0169,0
5.0669,0
5.1169,0
5.1669,0
5.2169,0
5.2669,0
5.3169,0
5.3669,0
5.4169,0
5.4669,0
5.5169,0
5.5669,0
5.6169,0
5.6669,0
5.7169,0
5.7669,0
5.8169,0
5.8669,0
5.9169,0
5.9669,0
6.0169,0
6.0669,0
6.1169,0
6.1669,0
6.2169,0
6.2669,0
6.3169,0
6.3669,0
6.4169,0
6.4669,0
6.5169,0
6.5669,0
6.6169,0
6.6669,0
6.7169,0
6.7669,0
6.8169,0
6.8669,0
6.9169,0
6.9669,0
7.0169,0
7.0669,0
7.1169,0
7.1669,0
7.2169,0
7.2669,0
7.3169,0
7.3669,0
7.4169,0
7.4669,0
7.5169,0
7.5669,0
7.6169,0
7.6669,0
7.7169,0
7.7669,0
7.8169,0
7.8669,0
7.9169,0
7.9669,0
8.0169,0
8.0669,0
8.1169,0
8.1669,0
8.2169,0
8.2669,0
8.3169,0
8.3669,0
8.4169,0
8.4669,0
8.5169,0
8.5669,0
8.6169,0
8.6669,0
8.7169,0
8.7669,0
8.8169,0
8.8669,0
8.9169,0
8.9669,0
9.0169,0
9.0669,0
9.1169,0
9.1669,0
9.2169,0
9.2669,0
9.3169,0
9.3669,0
9.4169,0
9.4669,0
9.5169,0
9.5669,0
9.6169,0
9.6669,0
9.7169,0
9.7669,0
9.8169,0
9.8669,0
9.9169,0
9.9669,0
10.017,0
10.067,0
10.117,0
10.167,0
10.217,0
10.267,0
10.317,0
10.367,0
10.417,0
10.467,0
10.517,0
10.567,0
10.617,0
